case_id,selected_for_model,model_display,selected_outcome,models_disagree,explanation_seed,rank,feature_index,feature_name,raw_feature_value,weight,absolute_weight,direction
LIGHTGBM_FN_08,lightgbm,LightGBM,FN,False,137707,8,67,Init Bwd Win Byts,-1.0,0.020221519247929087,0.020221519247929087,supports_attack
LIGHTGBM_FN_08,lightgbm,LightGBM,FN,False,137707,9,42,Pkt Len Std,0.0,0.013208289035261552,0.013208289035261552,supports_attack
LIGHTGBM_FN_08,lightgbm,LightGBM,FN,False,137707,10,53,Pkt Size Avg,0.0,0.013136652976908195,0.013136652976908195,supports_attack
LIGHTGBM_FN_08,lightgbm,LightGBM,FN,False,137707,11,13,Bwd Pkt Len Mean,0.0,0.012594978925350797,0.012594978925350797,supports_attack
LIGHTGBM_FN_08,lightgbm,LightGBM,FN,False,137707,12,7,Fwd Pkt Len Max,0.0,-0.012338738231802513,0.012338738231802513,supports_benign
LIGHTGBM_FN_08,lightgbm,LightGBM,FN,False,137707,13,47,PSH Flag Cnt,0.0,0.009566535614285955,0.009566535614285955,supports_attack
LIGHTGBM_FN_08,lightgbm,LightGBM,FN,False,137707,14,10,Fwd Pkt Len Std,0.0,-0.006783652911309649,0.006783652911309649,supports_benign
LIGHTGBM_FN_08,lightgbm,LightGBM,FN,False,137707,15,48,ACK Flag Cnt,1.0,-0.005928667094733751,0.005928667094733751,supports_benign
LIGHTGBM_FP_01,lightgbm,LightGBM,FP,True,137708,1,7,Fwd Pkt Len Max,677.0,-0.11946754315572411,0.11946754315572411,supports_benign
LIGHTGBM_FP_01,lightgbm,LightGBM,FP,True,137708,2,66,Init Fwd Win Byts,8192.0,-0.10026497258807351,0.10026497258807351,supports_benign
LIGHTGBM_FP_01,lightgbm,LightGBM,FP,True,137708,3,51,ECE Flag Cnt,0.0,0.034515203155558345,0.034515203155558345,supports_attack
LIGHTGBM_FP_01,lightgbm,LightGBM,FP,True,137708,4,69,Fwd Seg Size Min,20.0,0.022268987471385372,0.022268987471385372,supports_attack
LIGHTGBM_FP_01,lightgbm,LightGBM,FP,True,137708,5,46,RST Flag Cnt,0.0,0.020782737308299916,0.020782737308299916,supports_attack
LIGHTGBM_FP_01,lightgbm,LightGBM,FP,True,137708,6,10,Fwd Pkt Len Std,228.1296624,-0.019373001741721924,0.019373001741721924,supports_benign
LIGHTGBM_FP_01,lightgbm,LightGBM,FP,True,137708,7,0,Dst Port,3389.0,0.018865757766285813,0.018865757766285813,supports_attack
LIGHTGBM_FP_01,lightgbm,LightGBM,FP,True,137708,8,19,Flow IAT Max,968896.0,-0.015244772611784297,0.015244772611784297,supports_benign
LIGHTGBM_FP_01,lightgbm,LightGBM,FP,True,137708,9,37,Fwd Pkts/s,5.711287288,0.014122319665000185,0.014122319665000185,supports_attack
LIGHTGBM_FP_01,lightgbm,LightGBM,FP,True,137708,10,53,Pkt Size Avg,181.9333333,0.010645240499234652,0.010645240499234652,supports_attack
LIGHTGBM_FP_01,lightgbm,LightGBM,FP,True,137708,11,40,Pkt Len Max,1173.0,0.006253831888818504,0.006253831888818504,supports_attack
LIGHTGBM_FP_01,lightgbm,LightGBM,FP,True,137708,12,43,Pkt Len Var,102037.5958,0.0057300681036731105,0.0057300681036731105,supports_attack
LIGHTGBM_FP_01,lightgbm,LightGBM,FP,True,137708,13,14,Bwd Pkt Len Std,430.0986044,-0.003426762210200299,0.003426762210200299,supports_benign
LIGHTGBM_FP_01,lightgbm,LightGBM,FP,True,137708,14,67,Init Bwd Win Byts,62852.0,-0.0020749563573960184,0.0020749563573960184,supports_benign
LIGHTGBM_FP_01,lightgbm,LightGBM,FP,True,137708,15,11,Bwd Pkt Len Max,1173.0,-0.001762996744990979,0.001762996744990979,supports_benign
LIGHTGBM_FP_02,lightgbm,LightGBM,FP,True,137709,1,66,Init Fwd Win Byts,8192.0,-0.12540425800195046,0.12540425800195046,supports_benign
LIGHTGBM_FP_02,lightgbm,LightGBM,FP,True,137709,2,7,Fwd Pkt Len Max,661.0,-0.11064702450275783,0.11064702450275783,supports_benign
LIGHTGBM_FP_02,lightgbm,LightGBM,FP,True,137709,3,10,Fwd Pkt Len Std,222.6233206,-0.020391295026472227,0.020391295026472227,supports_benign
LIGHTGBM_FP_02,lightgbm,LightGBM,FP,True,137709,4,37,Fwd Pkts/s,0.402790553,0.019164262308771055,0.019164262308771055,supports_attack
LIGHTGBM_FP_02,lightgbm,LightGBM,FP,True,137709,5,26,Bwd IAT Tot,19800000.0,0.01860629507956323,0.01860629507956323,supports_attack
LIGHTGBM_FP_02,lightgbm,LightGBM,FP,True,137709,6,40,Pkt Len Max,1173.0,0.015638333419569054,0.015638333419569054,supports_attack
LIGHTGBM_FP_02,lightgbm,LightGBM,FP,True,137709,7,2,Flow Duration,19861439.0,-0.01531480462843591,0.01531480462843591,supports_benign
LIGHTGBM_FP_02,lightgbm,LightGBM,FP,True,137709,8,53,Pkt Size Avg,142.5789474,0.013328170148316078,0.013328170148316078,supports_attack
LIGHTGBM_FP_02,lightgbm,LightGBM,FP,True,137709,9,29,Bwd IAT Max,7147020.0,0.006466912338716375,0.006466912338716375,supports_attack
LIGHTGBM_FP_02,lightgbm,LightGBM,FP,True,137709,10,67,Init Bwd Win Byts,62872.0,-0.00434414493891489,0.00434414493891489,supports_benign
LIGHTGBM_FP_02,lightgbm,LightGBM,FP,True,137709,11,51,ECE Flag Cnt,1.0,0.003198221874493232,0.003198221874493232,supports_attack
LIGHTGBM_FP_02,lightgbm,LightGBM,FP,True,137709,12,72,Active Max,7353610.0,-0.003069716231183631,0.003069716231183631,supports_benign
LIGHTGBM_FP_02,lightgbm,LightGBM,FP,True,137709,13,47,PSH Flag Cnt,1.0,-0.003036772583011801,0.003036772583011801,supports_benign
LIGHTGBM_FP_02,lightgbm,LightGBM,FP,True,137709,14,71,Active Std,5047754.589,0.0028369870885300375,0.0028369870885300375,supports_attack
LIGHTGBM_FP_02,lightgbm,LightGBM,FP,True,137709,15,11,Bwd Pkt Len Max,1173.0,0.002359232825366927,0.002359232825366927,supports_attack
