seed,layer,head_a,head_b,cosine_similarity,spearman,top10_jaccard
29,2,4,8,0.2518595018043266,-0.060449654448429715,0.05263157894736842
29,2,5,6,0.7654753315287686,0.3310821450441781,0.17647058823529413
29,2,5,7,0.6697934436083804,0.3222640188959846,0.17647058823529413
29,2,5,8,0.7026537669887021,0.24758988714898084,0.17647058823529413
29,2,6,7,0.7987778860179774,0.2985040678855743,0.3333333333333333
29,2,6,8,0.578498895214064,0.21445192896509488,0.1111111111111111
29,2,7,8,0.4352049441436291,0.07574140495144782,0.1111111111111111
29,3,1,2,0.9639914729573825,0.1844982941125011,0.1111111111111111
29,3,1,3,0.9562710214175619,0.17679993001487185,0.25
29,3,1,4,0.9078307073957016,0.160003499256408,0.1111111111111111
29,3,1,5,0.9672087539436842,0.06475373983028605,0.17647058823529413
29,3,1,6,0.9466568902285509,0.22967369433995277,0.1111111111111111
29,3,1,7,0.8954040448591473,-0.011774997812964745,0.05263157894736842
29,3,1,8,0.9676440860649128,0.3386055463214067,0.17647058823529413
29,3,2,3,0.9550229203440037,0.28223252558831247,0.0
29,3,2,4,0.9192349126650686,0.3382556206806054,0.05263157894736842
29,3,2,5,0.9726812958437988,0.44172863266555856,0.3333333333333333
29,3,2,6,0.9528787991576094,0.3953284926953023,0.1111111111111111
29,3,2,7,0.9142162398283085,0.17973930539760302,0.1111111111111111
29,3,2,8,0.9471384106557946,0.12455603184323331,0.0
29,3,3,4,0.9107237925219375,0.30690228326480623,0.25
29,3,3,5,0.965408746665664,0.3571516052838772,0.05263157894736842
29,3,3,6,0.9536635126822798,0.5241011285101915,0.17647058823529413
29,3,3,7,0.9118919910761955,0.10943924416061587,0.25
29,3,3,8,0.9720736642871943,0.4533111713760826,0.3333333333333333
29,3,4,5,0.9097711929223887,0.2886011722508967,0.1111111111111111
29,3,4,6,0.9409605168740526,0.5720059487358936,0.3333333333333333
29,3,4,7,0.9408179375301797,0.34654885836759686,0.25
29,3,4,8,0.9134638088487357,0.31841483684717,0.1111111111111111
29,3,5,6,0.9619305533692478,0.608713148455953,0.25
29,3,5,7,0.8932583243900692,-0.022867640626366894,0.0
29,3,5,8,0.9657261703631749,0.158953722334004,0.05263157894736842
29,3,6,7,0.911935027913746,0.3878750765462339,0.25
29,3,6,8,0.947740013458875,0.30378794506167434,0.05263157894736842
29,3,7,8,0.9007000721452549,0.1116087831335841,0.05263157894736842
101,1,1,2,0.20348603716706173,0.16504242848394715,0.1111111111111111
101,1,1,3,0.3678864028863792,0.11643775697664246,0.1111111111111111
101,1,1,4,0.3031321868886805,0.11524800979791795,0.05263157894736842
101,1,1,5,0.367355097555881,0.2626016971393579,0.17647058823529413
