model,model_display,selected_outcome,feature_index,feature_name,case_count,mean_attribution,mean_absolute_attribution,median_absolute_attribution,maximum_absolute_attribution,top10_case_count,top10_case_rate,positive_case_fraction,mean_reference_sign_consistency,outcome_absolute_rank
mlp,MLP,TN,65,Subflow Bwd Byts,8,-0.0013503872056341588,0.0015998304519055629,0.0008494442281487707,0.005988972087067525,0,0.0,0.125,0.6484375,59
mlp,MLP,TN,6,TotLen Bwd Pkts,8,-0.0002371357549200312,0.0015467831200692127,0.000896948270475655,0.005238589460596727,0,0.0,0.125,0.62890625,60
mlp,MLP,TN,5,TotLen Fwd Pkts,8,-0.00012279934239524558,0.000917934331583432,0.0009017977690677451,0.001803597928287166,0,0.0,0.375,0.66015625,61
mlp,MLP,TN,63,Subflow Fwd Byts,8,0.0001783567071138452,0.000789962150617991,0.0007406325722774682,0.0017767057768509897,0,0.0,0.75,0.68359375,62
mlp,MLP,TN,62,Subflow Fwd Pkts,8,2.6795529849409265e-05,0.0002484137328389065,0.0002099977106364129,0.0008771037783348371,0,0.0,0.75,0.59375,63
mlp,MLP,TN,35,Fwd Header Len,8,0.0001669592542823423,0.00023703281321957803,0.0002631686006035083,0.0004270044066273692,0,0.0,0.75,0.58203125,64
mlp,MLP,TN,3,Tot Fwd Pkts,8,-8.734687822277085e-05,0.00014848027392357332,0.0001379742163723233,0.00037601349411623655,0,0.0,0.125,0.62890625,65
mlp,MLP,TN,68,Fwd Act Data Pkts,8,3.961745860327922e-05,4.875650236222493e-05,4.0572120473863115e-05,0.0001082621930045219,0,0.0,0.75,0.58984375,66
mlp,MLP,TN,32,Bwd PSH Flags,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,67
mlp,MLP,TN,33,Fwd URG Flags,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,68
mlp,MLP,TN,34,Bwd URG Flags,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,69
mlp,MLP,TN,44,FIN Flag Cnt,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,70
mlp,MLP,TN,49,URG Flag Cnt,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,71
mlp,MLP,TN,50,CWE Flag Count,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,72
mlp,MLP,TN,56,Fwd Byts/b Avg,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,73
mlp,MLP,TN,57,Fwd Pkts/b Avg,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,74
mlp,MLP,TN,58,Fwd Blk Rate Avg,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,75
mlp,MLP,TN,59,Bwd Byts/b Avg,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,76
mlp,MLP,TN,60,Bwd Pkts/b Avg,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,77
mlp,MLP,TN,61,Bwd Blk Rate Avg,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,78
mlp,MLP,TP,69,Fwd Seg Size Min,8,7.0452972014717385,7.0452972014717385,5.883477334267725,14.861413093617482,6,0.75,1.0,0.875,1
mlp,MLP,TP,14,Bwd Pkt Len Std,8,-1.8450734989296833,4.007656867549047,3.950545937772517,8.650333474477454,8,1.0,0.125,0.65625,2
mlp,MLP,TP,7,Fwd Pkt Len Max,8,3.356987124866003,3.356987124866003,2.9230443458238677,6.171069531555787,7,0.875,1.0,0.74609375,3
mlp,MLP,TP,66,Init Fwd Win Byts,8,3.1133521518160543,3.353880764522181,3.519072082383877,6.119004214161996,6,0.75,0.75,0.8125,4
mlp,MLP,TP,38,Bwd Pkts/s,8,3.1246347476352594,3.1675625601648196,0.051009919933494005,9.689659172860559,3,0.375,0.375,0.8125,5
mlp,MLP,TP,10,Fwd Pkt Len Std,8,-1.3463055480846309,2.4263671317312396,2.202866430392592,4.462047383154956,6,0.75,0.25,0.65625,6
mlp,MLP,TP,54,Fwd Seg Size Avg,8,-1.7465148401187207,2.184923977658941,1.1842649656975914,4.301465739273933,5,0.625,0.25,0.765625,7
mlp,MLP,TP,0,Dst Port,8,1.908001603363431,2.0259346451016214,2.0443865406631003,3.830902963651485,3,0.375,0.875,0.7109375,8
mlp,MLP,TP,47,PSH Flag Cnt,8,-0.45108684737216737,1.941402283642283,2.1995444750085635,3.7510115882989705,4,0.5,0.375,0.62109375,9
mlp,MLP,TP,11,Bwd Pkt Len Max,8,1.084161415165421,1.8742729344305311,1.9361877378539674,3.16044607706044,5,0.625,0.875,0.734375,10
mlp,MLP,TP,51,ECE Flag Cnt,8,-1.3713095936733293,1.8487736399112373,2.047145823998787,2.573554755633136,6,0.75,0.125,0.62109375,11
mlp,MLP,TP,67,Init Bwd Win Byts,8,1.842104847968047,1.842104847968047,1.9065810150867417,2.863395677425618,3,0.375,1.0,0.515625,12
mlp,MLP,TP,37,Fwd Pkts/s,8,-1.5843879533960576,1.6828381531834855,0.11180063130451512,5.100351251018134,3,0.375,0.625,0.859375,13
mlp,MLP,TP,40,Pkt Len Max,8,1.1764394643993947,1.5567387836515105,1.6900569885441712,2.1110043176069313,4,0.5,0.875,0.76171875,14
mlp,MLP,TP,41,Pkt Len Mean,8,0.9913434556795757,1.3771482679192215,1.5578244203926928,1.7624739251247699,4,0.5,0.875,0.77734375,15
mlp,MLP,TP,16,Flow Pkts/s,8,0.9963500234531789,0.997320943478257,0.04683766631674796,2.873318868776158,2,0.25,0.875,0.79296875,16
mlp,MLP,TP,42,Pkt Len Std,8,0.5324637601197514,0.9669092340704852,0.8651824862125184,1.7377818958029352,2,0.25,0.875,0.68359375,17
mlp,MLP,TP,46,RST Flag Cnt,8,-0.7751748635178326,0.8699116254632652,1.0483933956495965,1.3037163781980674,0,0.0,0.125,0.59375,18
mlp,MLP,TP,48,ACK Flag Cnt,8,0.7609458062786695,0.7609458062786695,0.4021023092536458,2.747587112181799,2,0.25,1.0,0.77734375,19
mlp,MLP,TP,55,Bwd Seg Size Avg,8,-0.43562613907176473,0.6696437890013192,0.760294288962679,0.9417866307589025,0,0.0,0.125,0.7421875,20
mlp,MLP,TP,2,Flow Duration,8,0.6571881945068614,0.6571881945068614,0.7045666534139376,0.9936868781244506,0,0.0,1.0,0.81640625,21
mlp,MLP,TP,24,Fwd IAT Max,8,0.6289574347763738,0.6289574347763738,0.7101497959351635,0.7936076913398633,0,0.0,1.0,0.86328125,22
mlp,MLP,TP,43,Pkt Len Var,8,-0.4272990620144744,0.6197181310927549,0.6912816504339386,0.7696762763131222,0,0.0,0.125,0.78515625,23
mlp,MLP,TP,53,Pkt Size Avg,8,0.49931919393965873,0.6164951127274563,0.5865704073332196,1.1486793644661941,0,0.0,0.875,0.703125,24
mlp,MLP,TP,74,Idle Mean,8,-0.5716963711323807,0.5716963711323807,0.5158909005409931,0.9561199937110703,0,0.0,0.0,0.7578125,25
mlp,MLP,TP,28,Bwd IAT Std,8,-0.20493884010459043,0.5645394611200556,0.5028303209614403,1.4384024840618608,0,0.0,0.125,0.58203125,26
mlp,MLP,TP,20,Flow IAT Min,8,0.5554967797954923,0.5554967797954923,0.48948726286216765,0.9950238470231024,0,0.0,1.0,0.76953125,27
mlp,MLP,TP,9,Fwd Pkt Len Mean,8,-0.0964671274730953,0.4730095228361623,0.4581593402915918,0.8957619869638963,0,0.0,0.5,0.70703125,28
mlp,MLP,TP,17,Flow IAT Mean,8,0.4448133519383665,0.4448133519383665,0.5371399266048675,0.6655117297060158,0,0.0,1.0,0.80859375,29
mlp,MLP,TP,19,Flow IAT Max,8,0.4303691035964166,0.4303691035964166,0.5080186493993709,0.67052160748631,0,0.0,1.0,0.76953125,30
mlp,MLP,TP,21,Fwd IAT Tot,8,-0.41978798929509364,0.41978798929509364,0.48204976423618884,0.664871705330787,0,0.0,0.0,0.84765625,31
mlp,MLP,TP,26,Bwd IAT Tot,8,0.41048808605303383,0.41705901394167977,0.43509306895552086,0.8231699010827128,0,0.0,0.75,0.6328125,32
mlp,MLP,TP,52,Down/Up Ratio,8,0.16224181121603554,0.32931313359212655,0.1363948284458978,1.7586317332724917,1,0.125,0.5,0.5546875,33
mlp,MLP,TP,12,Bwd Pkt Len Min,8,-0.32185151059587097,0.32764270797239414,0.38656413446549975,0.6493482905073219,0,0.0,0.25,0.875,34
mlp,MLP,TP,22,Fwd IAT Mean,8,-0.23372394531443122,0.28184329883089715,0.2834446372876055,0.4802829899065773,0,0.0,0.25,0.80078125,35
mlp,MLP,TP,13,Bwd Pkt Len Mean,8,-0.09719451456933556,0.24946629686743757,0.20882496666412403,0.5213340742737748,0,0.0,0.5,0.58984375,36
mlp,MLP,TP,27,Bwd IAT Mean,8,-0.1096972108536779,0.2376462150907307,0.2523380241501032,0.4620523475371832,0,0.0,0.25,0.73828125,37
mlp,MLP,TP,25,Fwd IAT Min,8,-0.12421957903840056,0.19072776686940157,0.17826632529783043,0.3972435073529511,0,0.0,0.375,0.71484375,38
mlp,MLP,TP,76,Idle Max,8,0.08530753988928556,0.1704495188309236,0.12703279157681374,0.3222412801689196,0,0.0,0.625,0.7578125,39
mlp,MLP,TP,45,SYN Flag Cnt,8,0.15850303517601097,0.15850303517601097,0.14163914178238354,0.2889088342424418,0,0.0,1.0,0.96875,40
mlp,MLP,TP,18,Flow IAT Std,8,0.0718539938314342,0.15330268334604374,0.14981815328123488,0.3016193622962427,0,0.0,0.75,0.625,41
mlp,MLP,TP,1,Protocol,8,-0.04317132411326346,0.15319120982559142,0.04848223379493627,0.46242265429146534,0,0.0,0.625,0.84375,42
mlp,MLP,TP,31,Fwd PSH Flags,8,-0.07854465402674166,0.1368669637448789,0.15762544083714128,0.22348509557608623,0,0.0,0.375,0.96875,43
mlp,MLP,TP,29,Bwd IAT Max,8,0.09094511443840908,0.11408655112511168,0.12446499354046252,0.16734425907244707,0,0.0,0.875,0.6796875,44
mlp,MLP,TP,77,Idle Min,8,-0.018222246890900125,0.10384467672019376,0.1021585235834657,0.23278663846130615,0,0.0,0.5,0.7578125,45
mlp,MLP,TP,39,Pkt Len Min,8,-0.08270554395190627,0.08893389302681629,0.06029428153836705,0.21029427919394483,0,0.0,0.125,0.875,46
mlp,MLP,TP,8,Fwd Pkt Len Min,8,-0.08334054429652776,0.08734231763934258,0.045909295253225096,0.21671073013656672,0,0.0,0.125,0.875,47
mlp,MLP,TP,23,Fwd IAT Std,8,0.0033601004984099916,0.07141223801280677,0.0587292312225521,0.15560006717715144,0,0.0,0.75,0.50390625,48
mlp,MLP,TP,36,Bwd Header Len,8,0.04147526056413925,0.05815103204919041,0.060314179396489045,0.09882261531868158,0,0.0,0.625,0.65625,49
mlp,MLP,TP,72,Active Max,8,-0.025717585758723474,0.032297155667209955,0.03378617886136309,0.07725521385202765,0,0.0,0.25,0.8515625,50
mlp,MLP,TP,70,Active Mean,8,0.030518847529777317,0.03112226186221079,0.003238188683712298,0.22902984578591862,0,0.0,0.75,0.859375,51
mlp,MLP,TP,4,Tot Bwd Pkts,8,0.02539698689505608,0.026288199230941865,0.03439004282487894,0.04752206861133457,0,0.0,0.75,0.671875,52
mlp,MLP,TP,15,Flow Byts/s,8,0.019084060494275728,0.023241245508691707,0.022722615861547325,0.0415291888612212,0,0.0,0.875,0.66015625,53
mlp,MLP,TP,64,Subflow Bwd Pkts,8,-0.0018606721045575573,0.01583486787599492,0.015284485984738834,0.03945730384590125,0,0.0,0.625,0.6640625,54
mlp,MLP,TP,71,Active Std,8,0.010488714657115256,0.010488714657115256,0.009857523713736778,0.020452430576830334,0,0.0,1.0,0.875,55
mlp,MLP,TP,30,Bwd IAT Min,8,0.010004546691226553,0.010004546691226553,0.01247811357333243,0.013848446115908198,0,0.0,1.0,0.65625,56
mlp,MLP,TP,6,TotLen Bwd Pkts,8,-0.009410485562752391,0.009410485562752391,0.009176960823009502,0.016481078265003137,0,0.0,0.0,0.6953125,57
mlp,MLP,TP,65,Subflow Bwd Byts,8,-0.005580492607355031,0.006200521043939232,0.007290886762135586,0.009174312760921035,0,0.0,0.125,0.7109375,58
mlp,MLP,TP,73,Active Min,8,0.00450801013933046,0.0049069722896327925,0.0011028439996017766,0.03247307451768075,0,0.0,0.75,0.83984375,59
mlp,MLP,TP,5,TotLen Fwd Pkts,8,-0.0031407188413036516,0.003194177211659604,0.00347603410242933,0.005644708043644834,0,0.0,0.125,0.67578125,60
mlp,MLP,TP,75,Idle Std,8,-9.538298308523841e-05,0.0023640742402379197,0.0008098081553408075,0.007132127054841167,0,0.0,0.5,0.84375,61
mlp,MLP,TP,63,Subflow Fwd Byts,8,0.0003181972349132039,0.0005910098350034309,0.00039229345714486823,0.0018817697423981622,0,0.0,0.625,0.515625,62
mlp,MLP,TP,3,Tot Fwd Pkts,8,-0.0004491761083128439,0.0004491761083128439,0.00040578544584287215,0.0006792920121066633,0,0.0,0.0,0.71484375,63
mlp,MLP,TP,35,Fwd Header Len,8,0.0003526159825322906,0.0003626604730968818,0.0003973605701304505,0.0008848773040999164,0,0.0,0.875,0.58984375,64
mlp,MLP,TP,62,Subflow Fwd Pkts,8,-0.00020359318088336643,0.00031917151895160135,0.00027042402933776313,0.0006442806685701094,0,0.0,0.25,0.64453125,65
mlp,MLP,TP,68,Fwd Act Data Pkts,8,4.6767061015600485e-05,0.00013286389361235804,9.216244524237903e-05,0.00029579186930811193,0,0.0,0.625,0.57421875,66
mlp,MLP,TP,32,Bwd PSH Flags,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,67
mlp,MLP,TP,33,Fwd URG Flags,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,68
mlp,MLP,TP,34,Bwd URG Flags,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,69
mlp,MLP,TP,44,FIN Flag Cnt,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,70
mlp,MLP,TP,49,URG Flag Cnt,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,71
mlp,MLP,TP,50,CWE Flag Count,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,72
mlp,MLP,TP,56,Fwd Byts/b Avg,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,73
mlp,MLP,TP,57,Fwd Pkts/b Avg,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,74
mlp,MLP,TP,58,Fwd Blk Rate Avg,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,75
mlp,MLP,TP,59,Bwd Byts/b Avg,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,76
mlp,MLP,TP,60,Bwd Pkts/b Avg,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,77
mlp,MLP,TP,61,Bwd Blk Rate Avg,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,78
