case_id,model,model_display,selected_outcome,reference_number,reference_original_row_index,reference_probability,reference_logit,target_logit_difference,attribution_sum,absolute_completeness_error,signed_cosine_to_mean_attribution,top10_jaccard_to_mean_attribution,top10_sign_agreement_with_mean
CNN_FP_08,cnn,CNN,FP,1,276817,0.0011331631103530526,-6.781608581542969,16.309510231018066,16.292021956059195,0.01748827495887184,0.08007281548634096,0.1111111111111111,0.2
CNN_FP_08,cnn,CNN,FP,2,214177,0.10486417263746262,-2.1443095207214355,11.672211170196533,11.54279809537083,0.12941307482570252,0.6570062368364012,0.17647058823529413,0.6
CNN_FP_08,cnn,CNN,FP,3,271605,0.029957886785268784,-3.4775469303131104,13.005448579788208,13.020647519488532,0.015198939700324487,0.6944190440880185,0.17647058823529413,0.2
CNN_FP_08,cnn,CNN,FP,4,284786,3.0974788387538865e-05,-10.382306098937988,19.910207748413086,19.891753568064125,0.018454180348960847,0.839421815934871,0.5384615384615384,0.9
CNN_FP_08,cnn,CNN,FP,5,278772,0.15003538131713867,-1.7343236207962036,11.262225270271301,11.13715273458799,0.12507253568331045,0.7616301789740629,0.25,0.8
CNN_FP_08,cnn,CNN,FP,6,65755,0.0447944775223732,-3.0598416328430176,12.587743282318115,12.599467765619664,0.011724483301549071,0.7974805257577232,0.6666666666666666,0.9
CNN_FP_08,cnn,CNN,FP,7,262731,8.94562472240068e-05,-9.321671485900879,18.849573135375977,18.89661812775318,0.04704499237720228,0.7481188031556394,0.42857142857142855,1.0
CNN_FP_08,cnn,CNN,FP,8,21449,0.055750586092472076,-2.8295023441314697,12.357403993606567,12.36336525207314,0.005961258466571806,0.8216881433192136,0.6666666666666666,1.0
CNN_FP_08,cnn,CNN,FP,9,198454,2.520293855923228e-05,-10.58852481842041,20.116426467895508,20.12734466794782,0.010918200052312699,0.43567433403568545,0.25,0.6
CNN_FP_08,cnn,CNN,FP,10,295346,5.769411291112192e-05,-9.760297775268555,19.288199424743652,19.343251653308208,0.055052228564555605,0.42340190195769084,0.3333333333333333,0.6
CNN_FP_08,cnn,CNN,FP,11,87343,0.00010499916243134066,-9.161453247070312,18.68935489654541,18.584872925476223,0.10448197106918755,0.6936815909986885,0.42857142857142855,0.8
CNN_FP_08,cnn,CNN,FP,12,257740,0.005232546012848616,-5.247611045837402,14.7755126953125,14.76784284677688,0.0076698485356203605,0.5497383000997665,0.17647058823529413,0.1
CNN_FP_08,cnn,CNN,FP,13,150246,0.13935862481594086,-1.820627212524414,11.348528861999512,11.359252782094972,0.01072392009545986,0.7664765663417119,0.17647058823529413,0.8
CNN_FP_08,cnn,CNN,FP,14,115022,0.28249409794807434,-0.9321235418319702,10.460025191307068,10.485453908878396,0.025428717571328363,0.5299445706688669,0.5384615384615384,0.9
CNN_FP_08,cnn,CNN,FP,15,163618,0.0015199301997199655,-6.487569808959961,16.01547145843506,16.160682266362524,0.14521080792746588,0.678010603983378,0.25,0.8
CNN_FP_08,cnn,CNN,FP,16,133372,0.13112670183181763,-1.8910331726074219,11.41893482208252,11.376448818819696,0.04248600326282315,0.4903148899817443,0.25,0.6
CNN_FP_08,cnn,CNN,FP,17,162071,0.14064912497997284,-1.8099089860916138,11.337810635566711,11.300005839527158,0.03780479603955378,0.7631999483288723,0.17647058823529413,0.8
CNN_FP_08,cnn,CNN,FP,18,90067,0.00158109818585217,-6.448053359985352,15.97595500946045,16.04215304005836,0.06619803059790996,0.5443988376041922,0.25,0.5
